input,output
who had the highest field goal percentage in 2022,"SELECT p.player_name, pg.fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22021 AND pg.fga >= 100 ORDER BY pg.fg_pct DESC LIMIT 1;"
who had the highest three point percentage in 2021,"SELECT p.player_name, pg.fg3_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22020 AND pg.fg3a >= 50 ORDER BY pg.fg3_pct DESC LIMIT 1;"
who had the highest free throw percentage in 2019,"SELECT p.player_name, pg.ft_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22018 AND pg.fta >= 50 ORDER BY pg.ft_pct DESC LIMIT 1;"
who had the best net rating in 2023,"SELECT p.player_name, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 AND ps.gp >= 20 ORDER BY ps.net_rating DESC LIMIT 1;"
who had the highest usage rate in 2022,"SELECT p.player_name, ps.usg_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22021 AND ps.gp >= 20 ORDER BY ps.usg_pct DESC LIMIT 1;"
who had the best true shooting percentage in 2021,"SELECT p.player_name, ps.ts_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND ps.gp >= 20 ORDER BY ps.ts_pct DESC LIMIT 1;"
who scored the most points per game in nba history,"SELECT p.player_name, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name ORDER BY avg_pts DESC LIMIT 1;"
who averaged the most rebounds per game in nba history,"SELECT p.player_name, AVG(ps.reb) AS avg_reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name ORDER BY avg_reb DESC LIMIT 1;"
who averaged the most assists per game in nba history,"SELECT p.player_name, AVG(ps.ast) AS avg_ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name ORDER BY avg_ast DESC LIMIT 1;"
who scored more points LeBron or Jordan,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name IN ('LeBron James', 'Michael Jordan') GROUP BY p.player_name ORDER BY career_pts DESC;"
who has more career rebounds LeBron or Shaq,"SELECT p.player_name, SUM(pg.reb) AS career_reb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name IN ('LeBron James', 'Shaquille O''Neal') GROUP BY p.player_name ORDER BY career_reb DESC;"
compare career assists between Magic Johnson and John Stockton,"SELECT p.player_name, SUM(pg.ast) AS career_ast FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name IN ('Magic Johnson', 'John Stockton') GROUP BY p.player_name ORDER BY career_ast DESC;"
compare career blocks between Hakeem Olajuwon and Dikembe Mutombo,"SELECT p.player_name, SUM(pg.blk) AS career_blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name IN ('Hakeem Olajuwon', 'Dikembe Mutombo') GROUP BY p.player_name ORDER BY career_blk DESC;"
who averaged more points per game Kobe or LeBron,"SELECT p.player_name, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name IN ('Kobe Bryant', 'LeBron James') GROUP BY p.player_name ORDER BY avg_pts DESC;"
compare scoring between Curry and Harden in 2019,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22018 AND p.player_name IN ('Stephen Curry', 'James Harden');"
compare rebounds between Giannis and Jokic in 2022,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22021 AND p.player_name IN ('Giannis Antetokounmpo', 'Nikola Jokic');"
compare all stats between LeBron and Durant in 2013,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22012 AND p.player_name IN ('LeBron James', 'Kevin Durant');"
who had a better plus minus LeBron or Durant in 2016,"SELECT p.player_name, pg.plus_minus FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22015 AND p.player_name IN ('LeBron James', 'Kevin Durant') ORDER BY pg.plus_minus DESC;"
who had a better net rating Giannis or Jokic in 2020,"SELECT p.player_name, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND p.player_name IN ('Giannis Antetokounmpo', 'Nikola Jokic');"
all games played on Christmas 2022,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date = '2022-12-25';"
all games played on January 1 2023,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date = '2023-01-01';"
how many games did the Lakers play in 2023,SELECT COUNT(DISTINCT pgl.game_id) AS games_played FROM player_game_log pgl JOIN team t ON pgl.team_id = t.team_id WHERE pgl.season_id = 22022 AND t.nickname = 'Lakers';
highest scoring game by a player in 2006,"SELECT p.player_name, pgl.pts, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.season_id = 22005 ORDER BY pgl.pts DESC LIMIT 1;"
games where a player scored over 60 points,"SELECT p.player_name, pgl.pts, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.pts > 60 ORDER BY pgl.pts DESC;"
games where a player had over 20 rebounds,"SELECT p.player_name, pgl.reb, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.reb > 20 ORDER BY pgl.reb DESC;"
games where a player had over 20 assists,"SELECT p.player_name, pgl.ast, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.ast > 20 ORDER BY pgl.ast DESC;"
games where a player shot a perfect game from the field,"SELECT p.player_name, pgl.fg_pct, pgl.fga, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.fg_pct = 1.0 AND pgl.fga >= 5 ORDER BY pgl.fga DESC;"
all of Kobe's 50 point games,"SELECT p.player_name, pgl.pts, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE p.player_name = 'Kobe Bryant' AND pgl.pts >= 50 ORDER BY pgl.pts DESC;"
Lakers players in 2023,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22022 AND t.nickname = 'Lakers' ORDER BY ps.pts DESC;"
Celtics players in 2024,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22023 AND t.nickname = 'Celtics' ORDER BY ps.pts DESC;"
best scorer on the Bucks in 2021,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22020 AND t.nickname = 'Bucks' ORDER BY ps.pts DESC LIMIT 1;"
best rebounder on the Nuggets in 2023,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22022 AND t.nickname = 'Nuggets' ORDER BY ps.reb DESC LIMIT 1;"
top 3 scorers on the Heat in 2013,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22012 AND t.nickname = 'Heat' ORDER BY ps.pts DESC LIMIT 3;"
top 5 scorers on the Warriors in 2016,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22015 AND t.nickname = 'Warriors' ORDER BY ps.pts DESC LIMIT 5;"
how many players played for the Knicks in 2022,SELECT COUNT(DISTINCT ps.player_id) AS num_players FROM player_season ps JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND t.nickname = 'Knicks';
which teams did LeBron play for,"SELECT DISTINCT t.city, t.nickname, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE p.player_name = 'LeBron James' ORDER BY pg.season_id;"
how many seasons did Kobe play,SELECT COUNT(DISTINCT pg.season_id) AS seasons FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Kobe Bryant';
how many seasons did Tim Duncan play,SELECT COUNT(DISTINCT pg.season_id) AS seasons FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Tim Duncan';
LeBron's career stats by season,"SELECT pg.season_id, ps.pts, ps.reb, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE p.player_name = 'LeBron James' ORDER BY ps.season_id;"
Kobe's scoring average by season,"SELECT ps.season_id, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Kobe Bryant' ORDER BY ps.season_id;"
which player has won the most scoring titles,"SELECT p.player_name, COUNT(*) AS scoring_titles FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY scoring_titles DESC LIMIT 1;"
who has the most seasons leading the league in rebounds,"SELECT p.player_name, COUNT(*) AS reb_titles FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.reb = (SELECT MAX(ps2.reb) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY reb_titles DESC LIMIT 1;"
who has the most seasons leading the league in assists,"SELECT p.player_name, COUNT(*) AS ast_titles FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.ast = (SELECT MAX(ps2.ast) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY ast_titles DESC LIMIT 1;"
players drafted from Duke,"SELECT player_name, draft_year, draft_number FROM player WHERE college = 'Duke' AND draft_round != 'Undrafted' ORDER BY draft_year;"
players drafted in the lottery in 2003,"SELECT player_name, draft_number FROM player WHERE draft_year = 2003 AND draft_round = 1 AND CAST(draft_number AS INTEGER) <= 14 ORDER BY CAST(draft_number AS INTEGER);"
youngest player to average 25 points per game in a season,"SELECT p.player_name, ps.pts, ps.age FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts >= 25 ORDER BY ps.age ASC LIMIT 1;"
oldest player to average 20 points per game in a season,"SELECT p.player_name, ps.pts, ps.age FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts >= 20 ORDER BY ps.age DESC LIMIT 1;"
how tall is LeBron James,"SELECT p.player_name, ps.player_height, ps.player_height_inches FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'LeBron James' LIMIT 1;"
heaviest players in the league in 2023,"SELECT p.player_name, ps.player_weight FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 ORDER BY ps.player_weight DESC LIMIT 10;"
tallest players in the league in 2023,"SELECT p.player_name, ps.player_height_inches FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 ORDER BY ps.player_height_inches DESC LIMIT 10;"
all home games the Celtics played in 2022,"SELECT g.game_id, g.date FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Celtics' AND g.season_id = 22021 ORDER BY g.date;"
players who improved their scoring average the most from 2021 to 2022,"SELECT p.player_name, ps2022.pts - ps2021.pts AS pts_improvement FROM player p JOIN player_season ps2021 ON p.player_id = ps2021.player_id AND ps2021.season_id = 22020 JOIN player_season ps2022 ON p.player_id = ps2022.player_id AND ps2022.season_id = 22021 WHERE ps2021.gp >= 20 AND ps2022.gp >= 20 ORDER BY pts_improvement DESC LIMIT 5;"
players who improved their assists the most from 2022 to 2023,"SELECT p.player_name, ps2023.ast - ps2022.ast AS ast_improvement FROM player p JOIN player_season ps2022 ON p.player_id = ps2022.player_id AND ps2022.season_id = 22021 JOIN player_season ps2023 ON p.player_id = ps2023.player_id AND ps2023.season_id = 22022 WHERE ps2022.gp >= 20 AND ps2023.gp >= 20 ORDER BY ast_improvement DESC LIMIT 5;"
LeBron's stats in his rookie season,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'LeBron James' ORDER BY ps.season_id ASC LIMIT 1;"
Kobe's last season stats,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Kobe Bryant' ORDER BY ps.season_id DESC LIMIT 1;"
which team was founded first,"SELECT city, nickname, year_founded FROM team ORDER BY year_founded ASC LIMIT 1;"
all teams founded before 1960,"SELECT city, nickname, year_founded FROM team WHERE year_founded < 1960 ORDER BY year_founded;"
list all NBA teams,"SELECT city, nickname, abbreviation FROM team ORDER BY city;"
how many teams are in the NBA,SELECT COUNT(*) AS total_teams FROM team;
LeBron's average stats across his entire career,"SELECT p.player_name, AVG(ps.pts) AS avg_pts, AVG(ps.reb) AS avg_reb, AVG(ps.ast) AS avg_ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'LeBron James' GROUP BY p.player_name;"
Kobe's career averages,"SELECT p.player_name, AVG(ps.pts) AS avg_pts, AVG(ps.reb) AS avg_reb, AVG(ps.ast) AS avg_ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Kobe Bryant' GROUP BY p.player_name;"
players with the highest career scoring average minimum 400 games,"SELECT p.player_name, AVG(ps.pts) AS avg_pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING SUM(ps.gp) >= 400 ORDER BY avg_pts DESC LIMIT 10;"
players with the highest career rebound average minimum 400 games,"SELECT p.player_name, AVG(ps.reb) AS avg_reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING SUM(ps.gp) >= 400 ORDER BY avg_reb DESC LIMIT 10;"
players with the highest career assist average minimum 400 games,"SELECT p.player_name, AVG(ps.ast) AS avg_ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING SUM(ps.gp) >= 400 ORDER BY avg_ast DESC LIMIT 10;"
top 5 players by fantasy points in 2023,"SELECT p.player_name, pg.nba_fantasy_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22022 ORDER BY pg.nba_fantasy_pts DESC LIMIT 5;"
top 10 players by fantasy points in 2022,"SELECT p.player_name, pg.nba_fantasy_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22021 ORDER BY pg.nba_fantasy_pts DESC LIMIT 10;"
players with the best win percentage in 2021,"SELECT p.player_name, pg.w_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22020 AND pg.gp >= 20 ORDER BY pg.w_pct DESC LIMIT 10;"
how many players averaged over 20 points in 2023,SELECT COUNT(*) AS num_players FROM player_season WHERE season_id = 22022 AND pts > 20;
how many players averaged a double double in 2022,SELECT COUNT(*) AS num_players FROM player_season WHERE season_id = 22021 AND pts >= 10 AND reb >= 10;
average points scored per player in 2023,SELECT AVG(ps.pts) AS league_avg_pts FROM player_season ps WHERE ps.season_id = 22022;
average rebounds per player in 2022,SELECT AVG(ps.reb) AS league_avg_reb FROM player_season ps WHERE ps.season_id = 22021;
which season had the highest average scoring,"SELECT season_id, AVG(pts) AS avg_pts FROM player_season GROUP BY season_id ORDER BY avg_pts DESC LIMIT 1;"
players who played for both the Lakers and Celtics,SELECT DISTINCT p.player_name FROM player p JOIN player_general_traditional_total pg1 ON p.player_id = pg1.player_id JOIN team t1 ON pg1.team_id = t1.team_id JOIN player_general_traditional_total pg2 ON p.player_id = pg2.player_id JOIN team t2 ON pg2.team_id = t2.team_id WHERE t1.nickname = 'Lakers' AND t2.nickname = 'Celtics';
players who played for more than 5 different teams,"SELECT p.player_name, COUNT(DISTINCT pg.team_id) AS num_teams FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name HAVING COUNT(DISTINCT pg.team_id) > 5 ORDER BY num_teams DESC;"
who was ballin the hardest in 2008,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22007 ORDER BY ps.pts DESC LIMIT 1;"
lebron ppg 2016,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22015 AND p.player_name = 'LeBron James';"
who dropped the most dimes in 2014,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22013 ORDER BY ps.ast DESC LIMIT 1;"
kobe stats 05-06,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22005 AND p.player_name = 'Kobe Bryant';"
who grabbed the most boards in 2011,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22010 ORDER BY ps.reb DESC LIMIT 1;"
curry 3s made 2016,"SELECT p.player_name, pg.fg3m FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22015 AND p.player_name = 'Stephen Curry';"
best lockdown defender steals 2018,"SELECT p.player_name, pg.stl FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 ORDER BY pg.stl DESC LIMIT 5;"
how many boards did shaq average in 2002,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22001 AND p.player_name = 'Shaquille O''Neal';"
who was the assist king in 2004,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22003 ORDER BY ps.ast DESC LIMIT 1;"
give me the top bucket getters in 2019,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22018 ORDER BY ps.pts DESC LIMIT 10;"
who had the most swats last in 2020 season,"SELECT p.player_name, pg.blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22019 ORDER BY pg.blk DESC LIMIT 1;"
giannis numbers in 2020,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND p.player_name = 'Giannis Antetokounmpo';"
who shot the lights out from 3 in 2019,"SELECT p.player_name, pg.fg3_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22018 AND pg.fg3a >= 50 ORDER BY pg.fg3_pct DESC LIMIT 5;"
westbrook triple doubles 2017,"SELECT p.player_name, pg.td3 FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22016 AND p.player_name = 'Russell Westbrook';"
lbj vs kd scoring 2013,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22012 AND p.player_name IN ('LeBron James', 'Kevin Durant');"
durant fg% 2014,"SELECT p.player_name, pg.fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22013 AND p.player_name = 'Kevin Durant';"
who balled out the most efficiently in 2021,"SELECT p.player_name, ps.ts_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND ps.gp >= 20 ORDER BY ps.ts_pct DESC LIMIT 5;"
what was ai scoring in 2001,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22000 AND p.player_name = 'Allen Iverson';"
harden assist numbers in 2017,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22016 AND p.player_name = 'James Harden';"
lbj career points total,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'LeBron James' GROUP BY p.player_name;"
steph splash bro three point pct 2016 season,"SELECT p.player_name, pg.fg3_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22015 AND p.player_name = 'Stephen Curry';"
