input,output
show me players who shoot above 50 fg and 40 from three in 2019,"SELECT p.player_name, pg.fg_pct, pg.fg3_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22018 AND pg.fg_pct > 0.50 AND pg.fg3_pct > 0.40 AND pg.fga >= 100 AND pg.fg3a >= 50 ORDER BY pg.fg3_pct DESC;"
gobert blocks 2018,"SELECT p.player_name, pg.blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND p.player_name = 'Rudy Gobert';"
who had the sickest plus minus in 2017,"SELECT p.player_name, pg.plus_minus FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22016 ORDER BY pg.plus_minus DESC LIMIT 5;"
players on the bulls 97-98 season,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 21997 AND t.nickname = 'Bulls' ORDER BY ps.pts DESC;"
nets roster 2022,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND t.nickname = 'Nets' ORDER BY ps.pts DESC;"
show me all players tht averaged at least 25 5 5 in 2018,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22017 AND ps.pts >= 25 AND ps.reb >= 5 AND ps.ast >= 5 ORDER BY ps.pts DESC;"
which big men grabbed the most offensive boards in 2015,"SELECT p.player_name, pg.oreb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22014 ORDER BY pg.oreb DESC LIMIT 10;"
kd career total points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Kevin Durant' GROUP BY p.player_name;"
who was the GOAT rebounder of all time,"SELECT p.player_name, SUM(pg.reb) AS career_reb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_reb DESC LIMIT 1;"
players who played every single game in 2024,"SELECT p.player_name, pg.gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22023 AND pg.gp = 82 ORDER BY p.player_name;"
KD or LBJ who got more buckets career,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name IN ('Kevin Durant', 'LeBron James') GROUP BY p.player_name ORDER BY career_pts DESC;"
who was dropping dimes on the lakers in 2020,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22019 AND t.nickname = 'Lakers' ORDER BY ps.ast DESC LIMIT 3;"
which players were absolute buckets in the 2016 season,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22015 AND ps.pts >= 25 ORDER BY ps.pts DESC;"
who had the most tds in 2018 nba season wait i mean triple doubles,"SELECT p.player_name, pg.td3 FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 ORDER BY pg.td3 DESC LIMIT 5;"
show all games on march 10 2019,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date = '2019-03-10';"
lebron highest scoring game ever,"SELECT p.player_name, pgl.pts, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE p.player_name = 'LeBron James' ORDER BY pgl.pts DESC LIMIT 1;"
most assists ever in one game nba history,"SELECT p.player_name, pgl.ast, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id ORDER BY pgl.ast DESC LIMIT 1;"
players from nigeria in the nba,SELECT player_name FROM player WHERE country = 'Nigeria' ORDER BY player_name;
how many international players in the nba,"SELECT country, COUNT(*) AS num_players FROM player WHERE country != 'USA' GROUP BY country ORDER BY num_players DESC;"
players born outside USA who averaged 20+ points in 2023,"SELECT p.player_name, ps.pts, p.country FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 AND ps.pts >= 20 AND p.country != 'USA' ORDER BY ps.pts DESC;"
what round was curry drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Stephen Curry';"
first overall picks in nba history,"SELECT player_name, draft_year FROM player WHERE draft_number = '1' AND draft_round = '1' ORDER BY draft_year DESC;"
players who went undrafted and averaged 15+ points in a season,"SELECT DISTINCT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.draft_round = 'Undrafted' AND ps.pts >= 15 ORDER BY ps.pts DESC;"
how many players came from kentucky in the nba,SELECT COUNT(*) AS num_players FROM player WHERE college = 'Kentucky';
what college produced the most nba players,"SELECT college, COUNT(*) AS num_players FROM player WHERE college IS NOT NULL AND college != '' GROUP BY college ORDER BY num_players DESC LIMIT 1;"
players drafted from gonzaga,"SELECT player_name, draft_year, draft_number FROM player WHERE college = 'Gonzaga' ORDER BY draft_year DESC;"
who was more efficient shaq or hakeem career fg pct,"SELECT p.player_name, SUM(pg.fgm) * 1.0 / SUM(pg.fga) AS career_fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name IN ('Shaquille O''Neal', 'Hakeem Olajuwon') AND pg.fga > 0 GROUP BY p.player_name ORDER BY career_fg_pct DESC;"
how does joker compare to giannis in 2021 stats,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND p.player_name IN ('Nikola Jokic', 'Giannis Antetokounmpo');"
whos taller jokic or giannis,"SELECT p.player_name, ps.player_height, ps.player_height_inches FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name IN ('Nikola Jokic', 'Giannis Antetokounmpo') GROUP BY p.player_name, ps.player_height, ps.player_height_inches;"
who had more assists career cp3 or stockton,"SELECT p.player_name, SUM(pg.ast) AS career_ast FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name IN ('Chris Paul', 'John Stockton') GROUP BY p.player_name ORDER BY career_ast DESC;"
give me all players that ever averaged a triple double for a season,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts >= 10 AND ps.reb >= 10 AND ps.ast >= 10 ORDER BY ps.season_id DESC;"
players with negative net rating in 2022 who played atleast 50 games,"SELECT p.player_name, ps.net_rating, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22021 AND ps.net_rating < 0 AND ps.gp >= 50 ORDER BY ps.net_rating ASC;"
who had the biggest positive impact on winning in 2019 net rating,"SELECT p.player_name, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22018 AND ps.gp >= 30 ORDER BY ps.net_rating DESC LIMIT 10;"
how many turnovers did harden have in 2017,"SELECT p.player_name, pg.tov FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22016 AND p.player_name = 'James Harden';"
players who turned it over the most in 2023,"SELECT p.player_name, pg.tov FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22022 ORDER BY pg.tov DESC LIMIT 10;"
who shot the most free throws in 2012,"SELECT p.player_name, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22011 ORDER BY pg.fta DESC LIMIT 5;"
players who got to the line the most in 2020,"SELECT p.player_name, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22019 ORDER BY pg.fta DESC LIMIT 10;"
d wade stats 2006 season,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22005 AND p.player_name = 'Dwyane Wade';"
tmac numbers in 2003,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22002 AND p.player_name = 'Tracy McGrady';"
bron bron minutes per game 2018,"SELECT p.player_name, pg.min / pg.gp AS mpg FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND p.player_name = 'LeBron James';"
who played the most minutes in 2009,"SELECT p.player_name, pg.min FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22008 ORDER BY pg.min DESC LIMIT 5;"
players with over 1500 mins in 2022 who also averaged 20 pts,"SELECT p.player_name, pg.min, ps.pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN player_season ps ON p.player_id = ps.player_id AND pg.season_id = ps.season_id WHERE pg.season_id = 22021 AND pg.min > 1500 AND ps.pts >= 20 ORDER BY ps.pts DESC;"
give me every player who has ever had a 60 point game in nba history,"SELECT DISTINCT p.player_name, pgl.pts, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.pts >= 60 ORDER BY pgl.pts DESC;"
what teams got created after 2000,"SELECT city, nickname, year_founded FROM team WHERE year_founded > 2000 ORDER BY year_founded;"
oldest franchise in nba,"SELECT city, nickname, year_founded FROM team ORDER BY year_founded ASC LIMIT 1;"
all teams in the nba alphabetically,"SELECT city, nickname, abbreviation FROM team ORDER BY nickname;"
teams that start with b,"SELECT city, nickname FROM team WHERE nickname LIKE 'B%' ORDER BY nickname;"
most blocks in one game ever,"SELECT p.player_name, pgl.blk, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id ORDER BY pgl.blk DESC LIMIT 1;"
most steals in one game ever,"SELECT p.player_name, pgl.stl, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id ORDER BY pgl.stl DESC LIMIT 1;"
most turnovers in one game ever,"SELECT p.player_name, pgl.tov, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id ORDER BY pgl.tov DESC LIMIT 1;"
highest oreb in a single game,"SELECT p.player_name, pgl.oreb, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id ORDER BY pgl.oreb DESC LIMIT 1;"
kobe worst game scoring wise,"SELECT p.player_name, pgl.pts, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE p.player_name = 'Kobe Bryant' ORDER BY pgl.pts ASC LIMIT 1;"
lebrons worst plus minus game ever,"SELECT p.player_name, pgl.plus_minus, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE p.player_name = 'LeBron James' ORDER BY pgl.plus_minus ASC LIMIT 1;"
who played for the most teams ever,"SELECT p.player_name, COUNT(DISTINCT pg.team_id) AS num_teams FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY num_teams DESC LIMIT 5;"
show me players that played on both lakers and heat at some point,SELECT DISTINCT p.player_name FROM player p JOIN player_general_traditional_total pg1 ON p.player_id = pg1.player_id JOIN team t1 ON pg1.team_id = t1.team_id JOIN player_general_traditional_total pg2 ON p.player_id = pg2.player_id JOIN team t2 ON pg2.team_id = t2.team_id WHERE t1.nickname = 'Lakers' AND t2.nickname = 'Heat';
which player had the worst win percentage in 2014 min 50 games,"SELECT p.player_name, pg.w_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22013 AND pg.gp >= 50 ORDER BY pg.w_pct ASC LIMIT 1;"
players with insane ast to tov ratio in 2019 min 20 games,"SELECT p.player_name, pg.ast * 1.0 / NULLIF(pg.tov, 0) AS ast_tov_ratio FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22018 AND pg.gp >= 20 ORDER BY ast_tov_ratio DESC LIMIT 10;"
players averaging 15+ pts on 45+ fg in 2023,"SELECT p.player_name, ps.pts, pg.fg_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22022 AND ps.pts >= 15 AND pg.fg_pct >= 0.45 ORDER BY ps.pts DESC;"
total career triple doubles for westbrook,"SELECT p.player_name, SUM(pg.td3) AS career_td3 FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Russell Westbrook' GROUP BY p.player_name;"
jokic vs embiid 2023 who was better,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 AND p.player_name IN ('Nikola Jokic', 'Joel Embiid');"
all players that played in the 90s,SELECT DISTINCT p.player_name FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id BETWEEN 21989 AND 21999 ORDER BY p.player_name;
players active in both 2010 and 2020,SELECT DISTINCT p.player_name FROM player p JOIN player_general_traditional_total pg1 ON p.player_id = pg1.player_id JOIN player_general_traditional_total pg2 ON p.player_id = pg2.player_id WHERE pg1.season_id = 22009 AND pg2.season_id = 22019 ORDER BY p.player_name;
show me all seasons where someone averaged over 35 ppg,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts > 35 ORDER BY ps.pts DESC;"
best scorers who also dished out 8 assists in 2022,"SELECT p.player_name, ps.pts, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22021 AND ps.pts >= 20 AND ps.ast >= 8 ORDER BY ps.pts DESC;"
give me all bulls players ever in the database,SELECT DISTINCT p.player_name FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN team t ON pg.team_id = t.team_id WHERE t.nickname = 'Bulls' ORDER BY p.player_name;
how many players in nba history averaged over 20 ppg for a season,SELECT COUNT(DISTINCT player_id) AS num_players FROM player_season WHERE pts > 20;
show players drafted between 2000 and 2005 who averaged 20 pts in a season,"SELECT DISTINCT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.draft_year BETWEEN 2000 AND 2005 AND ps.pts >= 20 ORDER BY ps.pts DESC;"
who has the highest single season scoring average in history,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id ORDER BY ps.pts DESC LIMIT 1;"
shortest player in the nba in 2023,"SELECT p.player_name, ps.player_height_inches FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 ORDER BY ps.player_height_inches ASC LIMIT 5;"
heaviest player to average 20 pts in a season,"SELECT p.player_name, ps.player_weight, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts >= 20 ORDER BY ps.player_weight DESC LIMIT 1;"
who was the most ball dominant player in 2021 usage rate,"SELECT p.player_name, ps.usg_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND ps.gp >= 20 ORDER BY ps.usg_pct DESC LIMIT 1;"
embiid or jokic who had the higher usage in 2022,"SELECT p.player_name, ps.usg_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22021 AND p.player_name IN ('Joel Embiid', 'Nikola Jokic');"
players who assisted on more than 40 percent of buckets in 2023,"SELECT p.player_name, ps.ast_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 AND ps.ast_pct > 0.40 AND ps.gp >= 20 ORDER BY ps.ast_pct DESC;"
who gets to the offensive glass the hardest in 2021,"SELECT p.player_name, ps.oreb_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND ps.gp >= 20 ORDER BY ps.oreb_pct DESC LIMIT 5;"
lbj vs mj career scoring titles,"SELECT p.player_name, COUNT(*) AS scoring_titles FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name IN ('LeBron James', 'Michael Jordan') AND ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) GROUP BY p.player_name;"
all nba teams and their cities,"SELECT city, nickname, abbreviation FROM team ORDER BY city;"
which team had the most players average double digits in 2020,"SELECT t.city, t.nickname, COUNT(*) AS num_players FROM team t JOIN player_season ps ON t.team_id = ps.team_id WHERE ps.season_id = 22019 AND ps.pts >= 10 GROUP BY t.city, t.nickname ORDER BY num_players DESC LIMIT 1;"
how many games did lebron play in his career,"SELECT p.player_name, SUM(pg.gp) AS career_gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'LeBron James' GROUP BY p.player_name;"
what was the most anyone has ever shot from 3 in one game,"SELECT p.player_name, pgl.fg3m, pgl.fg3a, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id ORDER BY pgl.fg3m DESC LIMIT 1;"
players who scored less than 5 pts per game in 2023 but played more than 60 games,"SELECT p.player_name, ps.pts, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22022 AND ps.pts < 5 AND ps.gp > 60 ORDER BY ps.gp DESC;"
which team had the deepest bench scoring in 2018,"SELECT t.city, t.nickname, COUNT(DISTINCT ps.player_id) AS contributors FROM team t JOIN player_season ps ON t.team_id = ps.team_id WHERE ps.season_id = 22017 AND ps.pts >= 8 GROUP BY t.city, t.nickname ORDER BY contributors DESC LIMIT 5;"
melo career points total,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Carmelo Anthony' GROUP BY p.player_name;"
how long did tim duncan play in the nba,"SELECT p.player_name, COUNT(DISTINCT pg.season_id) AS seasons, MIN(pg.season_id) AS first_season, MAX(pg.season_id) AS last_season FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Tim Duncan' GROUP BY p.player_name;"
players with 50+ win percentage and 20+ ppg in 2017,"SELECT p.player_name, ps.pts, pg.w_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22016 AND ps.pts >= 20 AND pg.w_pct >= 0.50 ORDER BY ps.pts DESC;"
whos the best scorer per 36 mins in 2022,"SELECT p.player_name, pg.pts * 36.0 / NULLIF(pg.min / pg.gp, 0) AS pts_per_36 FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22021 AND pg.gp >= 20 ORDER BY pts_per_36 DESC LIMIT 10;"
give me all games played in february 2020,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date BETWEEN '2020-02-01' AND '2020-02-29' ORDER BY g.date;"
how many home games did the lakers play in 2022,SELECT COUNT(*) AS home_games FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Lakers' AND g.season_id = 22021;
top 5 players by points per game in 2015,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22014 ORDER BY ps.pts DESC LIMIT 5;"
who cooked defenses the most in 2013,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22012 ORDER BY ps.pts DESC LIMIT 5;"
which players averaged over 25 points in 2018,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22017 AND ps.pts > 25 ORDER BY ps.pts DESC;"
show me the stat line for paul george in 2019,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22018 AND p.player_name = 'Paul George';"
pg13 numbers 2019,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22018 AND p.player_name = 'Paul George';"
which player led the league in scoring in 2011,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22010 ORDER BY ps.pts DESC LIMIT 1;"
who was eating in 2011 scoring wise,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22010 ORDER BY ps.pts DESC LIMIT 5;"
