input,output
top 10 players by rebounds per game in 2008,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22007 ORDER BY ps.reb DESC LIMIT 10;"
who was a glass eater in 2008,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22007 ORDER BY ps.reb DESC LIMIT 5;"
iverson scoring average 2006,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22005 AND p.player_name = 'Allen Iverson';"
which player had the most assists per game in 2007,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22006 ORDER BY ps.ast DESC LIMIT 1;"
who was the best passer in the league in 2007,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22006 ORDER BY ps.ast DESC LIMIT 3;"
players who averaged a double double in 2015,"SELECT p.player_name, ps.pts, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22014 AND ps.pts >= 10 AND ps.reb >= 10 ORDER BY ps.pts DESC;"
show me players that went 10 and 10 in 2015,"SELECT p.player_name, ps.pts, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22014 AND ps.pts >= 10 AND ps.reb >= 10 ORDER BY ps.pts DESC;"
list all players who shot better than 38 percent from three in 2020 with at least 100 attempts,"SELECT p.player_name, pg.fg3_pct, pg.fg3a FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22019 AND pg.fg3_pct > 0.38 AND pg.fg3a >= 100 ORDER BY pg.fg3_pct DESC;"
who was wet from three in 2020 at least 100 threes attempted,"SELECT p.player_name, pg.fg3_pct, pg.fg3a FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22019 AND pg.fg3_pct > 0.38 AND pg.fg3a >= 100 ORDER BY pg.fg3_pct DESC;"
how many points did dirk score in his career,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Dirk Nowitzki' GROUP BY p.player_name;"
dirk career pts total,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Dirk Nowitzki' GROUP BY p.player_name;"
which player had the highest plus minus in 2014,"SELECT p.player_name, pg.plus_minus FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22013 ORDER BY pg.plus_minus DESC LIMIT 1;"
who was the most impactful player stat wise in 2014,"SELECT p.player_name, pg.plus_minus FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22013 ORDER BY pg.plus_minus DESC LIMIT 5;"
show me all of westbrooks stats by season,"SELECT pg.season_id, ps.pts, ps.reb, ps.ast, pg.td3 FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE p.player_name = 'Russell Westbrook' ORDER BY ps.season_id;"
westbrook season by season numbers,"SELECT pg.season_id, ps.pts, ps.reb, ps.ast, pg.td3 FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE p.player_name = 'Russell Westbrook' ORDER BY ps.season_id;"
what was LeBron James points per game in the 2013 season,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22012 AND p.player_name = 'LeBron James';"
bron ppg 2013,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22012 AND p.player_name = 'LeBron James';"
players with over 800 total rebounds in 2016,"SELECT p.player_name, pg.reb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22015 AND pg.reb > 800 ORDER BY pg.reb DESC;"
who was a walking bucket every night in 2010,"SELECT p.player_name, COUNT(*) AS games_20_plus FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id WHERE pgl.season_id = 22009 AND pgl.pts >= 20 GROUP BY p.player_name ORDER BY games_20_plus DESC LIMIT 10;"
list players who scored 20 or more points in over 60 games in 2010,"SELECT p.player_name, COUNT(*) AS games_20_plus FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id WHERE pgl.season_id = 22009 AND pgl.pts >= 20 GROUP BY p.player_name HAVING COUNT(*) >= 60 ORDER BY games_20_plus DESC;"
wade stats in 2009,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22008 AND p.player_name = 'Dwyane Wade';"
dwyane wade averages in 2009,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22008 AND p.player_name = 'Dwyane Wade';"
which players came from north carolina in the nba,"SELECT player_name, draft_year FROM player WHERE college = 'North Carolina' ORDER BY draft_year DESC;"
how many unc players made the nba,SELECT COUNT(*) AS num_players FROM player WHERE college = 'North Carolina';
who had the most career double doubles ever,"SELECT p.player_name, SUM(pg.dd2) AS career_dd2 FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_dd2 DESC LIMIT 5;"
who stacked up double doubles the most in their career,"SELECT p.player_name, SUM(pg.dd2) AS career_dd2 FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_dd2 DESC LIMIT 5;"
who was absolutely on fire from deep in 2016 with volume,"SELECT p.player_name, pg.fg3_pct, pg.fg3m, pg.fg3a FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22015 AND pg.fg3_pct > 0.45 AND pg.fg3a > 100 ORDER BY pg.fg3_pct DESC;"
how many seasons has lebron averaged over 25 points,SELECT COUNT(*) AS seasons_25_plus FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'LeBron James' AND ps.pts > 25;
how long has bron been a 25 ppg guy,SELECT COUNT(*) AS seasons_25_plus FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'LeBron James' AND ps.pts > 25;
players drafted out of high school,"SELECT player_name, draft_year FROM player WHERE college IS NULL OR college = '' ORDER BY draft_year;"
who skipped college and went straight to the nba,"SELECT player_name, draft_year FROM player WHERE college IS NULL OR college = '' ORDER BY draft_year;"
players who averaged 5 or more assists in 2005,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22004 AND ps.ast >= 5 ORDER BY ps.ast DESC;"
who was facilitating in 2005,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22004 AND ps.ast >= 5 ORDER BY ps.ast DESC;"
did lebron or kobe score more per game in 2009,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22008 AND p.player_name IN ('LeBron James', 'Kobe Bryant') ORDER BY ps.pts DESC;"
kobe vs lebron ppg in 2009,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22008 AND p.player_name IN ('LeBron James', 'Kobe Bryant');"
players averaging over 10 points off the bench in 2021,"SELECT p.player_name, ps.pts, pg.w_pct FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22020 AND ps.pts >= 10 AND ps.gp >= 30 ORDER BY ps.pts DESC;"
who were the sixth man candidates in 2021,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND ps.pts >= 10 AND ps.gp >= 30 ORDER BY ps.pts DESC LIMIT 10;"
lebron or durant who had better net rating in 2016,"SELECT p.player_name, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22015 AND p.player_name IN ('LeBron James', 'Kevin Durant');"
who was more impactful bron or kd in 2016,"SELECT p.player_name, ps.net_rating, pg.plus_minus FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN player_general_traditional_total pg ON p.player_id = pg.player_id AND ps.season_id = pg.season_id WHERE ps.season_id = 22015 AND p.player_name IN ('LeBron James', 'Kevin Durant');"
all players from australia in nba history,"SELECT player_name, draft_year FROM player WHERE country = 'Australia' ORDER BY draft_year;"
how many players from canada have played in the nba,SELECT COUNT(*) AS num_players FROM player WHERE country = 'Canada';
list every team with its founding year,"SELECT city, nickname, year_founded FROM team ORDER BY year_founded;"
when was the pelicans franchise founded,"SELECT city, nickname, year_founded FROM team WHERE nickname = 'Pelicans';"
players who played 1000 or more games in their career,"SELECT p.player_name, SUM(pg.gp) AS career_gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name HAVING SUM(pg.gp) >= 1000 ORDER BY career_gp DESC;"
who has the most ironman seasons playing 75 plus games in 2022,"SELECT p.player_name, pg.gp FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22021 AND pg.gp >= 75 ORDER BY pg.gp DESC;"
how many players averaged more assists than turnovers in 2023,SELECT COUNT(*) AS num_players FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22022 AND pg.ast > pg.tov AND pg.gp >= 20;
who took care of the ball the best in 2023 ast to tov ratio min 20 games,"SELECT p.player_name, pg.ast * 1.0 / NULLIF(pg.tov, 0) AS ast_tov FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22022 AND pg.gp >= 20 AND pg.tov > 0 ORDER BY ast_tov DESC LIMIT 10;"
show all games on new years day 2018,"SELECT g.game_id, g.date, t.city, t.nickname FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE g.date = '2018-01-01';"
best rookies scoring wise in 2004 first year players drafted 2003,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22003 AND p.draft_year = 2003 ORDER BY ps.pts DESC LIMIT 5;"
who were the best first year players in 2004,"SELECT p.player_name, ps.pts, ps.reb, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22003 AND p.draft_year = 2003 ORDER BY ps.pts DESC LIMIT 5;"
which player improved their ppg the most from 2019 to 2020,"SELECT p.player_name, ps20.pts - ps19.pts AS improvement FROM player p JOIN player_season ps19 ON p.player_id = ps19.player_id AND ps19.season_id = 22018 JOIN player_season ps20 ON p.player_id = ps20.player_id AND ps20.season_id = 22019 WHERE ps19.gp >= 20 AND ps20.gp >= 20 ORDER BY improvement DESC LIMIT 5;"
who had the biggest leap in scoring from 2019 to 2020,"SELECT p.player_name, ps20.pts - ps19.pts AS pts_jump FROM player p JOIN player_season ps19 ON p.player_id = ps19.player_id AND ps19.season_id = 22018 JOIN player_season ps20 ON p.player_id = ps20.player_id AND ps20.season_id = 22019 WHERE ps19.gp >= 20 AND ps20.gp >= 20 ORDER BY pts_jump DESC LIMIT 5;"
what was shaq's best scoring season,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Shaquille O''Neal' ORDER BY ps.pts DESC LIMIT 1;"
peak shaq scoring,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Shaquille O''Neal' ORDER BY ps.pts DESC LIMIT 1;"
which players went to duke and averaged 20 points in a season,"SELECT DISTINCT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.college = 'Duke' AND ps.pts >= 20 ORDER BY ps.pts DESC;"
best duke players in the nba by scoring,"SELECT p.player_name, MAX(ps.pts) AS best_scoring_season FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.college = 'Duke' GROUP BY p.player_name ORDER BY best_scoring_season DESC LIMIT 5;"
list players who have over 15000 career points and also averaged over 7 rebounds per game for their career,"SELECT p.player_name, SUM(pg.pts) AS career_pts, AVG(ps.reb) AS avg_reb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING SUM(pg.pts) > 15000 AND AVG(ps.reb) > 7 ORDER BY career_pts DESC;"
who were the elite big men scoring and rebounding in their careers,"SELECT p.player_name, SUM(pg.pts) AS career_pts, AVG(ps.reb) AS avg_reb FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING SUM(pg.pts) > 15000 AND AVG(ps.reb) > 7 ORDER BY career_pts DESC LIMIT 10;"
players who won more than 50 games in a season in 2017,"SELECT p.player_name, pg.w FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22016 AND pg.w > 50 ORDER BY pg.w DESC;"
which players were on winning teams in 2017 50 plus wins,"SELECT p.player_name, pg.w FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22016 AND pg.w > 50 ORDER BY pg.w DESC LIMIT 10;"
all star caliber players in 2020 scoring 20 plus with positive net rating,"SELECT p.player_name, ps.pts, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND ps.pts >= 20 AND ps.net_rating > 0 ORDER BY ps.pts DESC;"
who deserved an all star nod in 2020 by the numbers,"SELECT p.player_name, ps.pts, ps.reb, ps.ast, ps.net_rating FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND ps.pts >= 20 AND ps.net_rating > 0 ORDER BY ps.pts DESC LIMIT 12;"
who led each team in scoring in 2022,"SELECT t.nickname, p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) ORDER BY ps.pts DESC;"
best scorer on each team in 2022,"SELECT t.nickname, p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id JOIN team t ON ps.team_id = t.team_id WHERE ps.season_id = 22021 AND ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) ORDER BY ps.pts DESC;"
was lebron or kobe ever on the same team,SELECT COUNT(*) AS shared_seasons FROM player_general_traditional_total pg1 JOIN player_general_traditional_total pg2 ON pg1.team_id = pg2.team_id AND pg1.season_id = pg2.season_id JOIN player p1 ON pg1.player_id = p1.player_id JOIN player p2 ON pg2.player_id = p2.player_id WHERE p1.player_name = 'LeBron James' AND p2.player_name = 'Kobe Bryant';
did kobe and shaq ever play together,"SELECT pg1.season_id, t.city, t.nickname FROM player_general_traditional_total pg1 JOIN player_general_traditional_total pg2 ON pg1.team_id = pg2.team_id AND pg1.season_id = pg2.season_id JOIN player p1 ON pg1.player_id = p1.player_id JOIN player p2 ON pg2.player_id = p2.player_id JOIN team t ON pg1.team_id = t.team_id WHERE p1.player_name = 'Kobe Bryant' AND p2.player_name = 'Shaquille O''Neal' ORDER BY pg1.season_id;"
players who improved their three point percentage by most from 2015 to 2016,"SELECT p.player_name, pg16.fg3_pct - pg15.fg3_pct AS improvement FROM player p JOIN player_general_traditional_total pg15 ON p.player_id = pg15.player_id AND pg15.season_id = 22014 JOIN player_general_traditional_total pg16 ON p.player_id = pg16.player_id AND pg16.season_id = 22015 WHERE pg15.fg3a >= 50 AND pg16.fg3a >= 50 ORDER BY improvement DESC LIMIT 5;"
who got way better from three from 2015 to 2016,"SELECT p.player_name, pg16.fg3_pct - pg15.fg3_pct AS three_pct_jump FROM player p JOIN player_general_traditional_total pg15 ON p.player_id = pg15.player_id AND pg15.season_id = 22014 JOIN player_general_traditional_total pg16 ON p.player_id = pg16.player_id AND pg16.season_id = 22015 WHERE pg15.fg3a >= 50 AND pg16.fg3a >= 50 ORDER BY three_pct_jump DESC LIMIT 5;"
how many total three pointers were made in the nba in 2019,SELECT SUM(pg.fg3m) AS total_3pm FROM player_general_traditional_total pg WHERE pg.season_id = 22018;
how many threes did the whole league jack up in 2019,"SELECT SUM(pg.fg3a) AS total_3pa, SUM(pg.fg3m) AS total_3pm FROM player_general_traditional_total pg WHERE pg.season_id = 22018;"
which players have played in every decade from the 90s to the 2020s,SELECT p.player_name FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name HAVING MAX(pg.season_id) >= 22019 AND MIN(pg.season_id) <= 21999;
who has the most seasons leading team in scoring,"SELECT p.player_name, COUNT(*) AS times_top_scorer FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY times_top_scorer DESC LIMIT 10;"
who always carried their team scoring,"SELECT p.player_name, COUNT(*) AS times_top_scorer FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.team_id = ps.team_id AND ps2.season_id = ps.season_id) GROUP BY p.player_name ORDER BY times_top_scorer DESC LIMIT 10;"
average height of nba players in 2023,SELECT AVG(ps.player_height_inches) AS avg_height_inches FROM player_season ps WHERE ps.season_id = 22022;
average weight of nba players in 2020,SELECT AVG(ps.player_weight) AS avg_weight FROM player_season ps WHERE ps.season_id = 22019;
has the average nba player gotten taller over time,"SELECT season_id, AVG(player_height_inches) AS avg_height FROM player_season GROUP BY season_id ORDER BY season_id;"
how has scoring changed over the years in the nba,"SELECT season_id, AVG(pts) AS avg_pts FROM player_season GROUP BY season_id ORDER BY season_id;"
players with over 200 steals in a season,"SELECT p.player_name, pg.stl, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.stl > 200 ORDER BY pg.stl DESC;"
best steal seasons in nba history,"SELECT p.player_name, pg.stl, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id ORDER BY pg.stl DESC LIMIT 10;"
players with more than 300 blocks in a season in history,"SELECT p.player_name, pg.blk, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.blk > 300 ORDER BY pg.blk DESC;"
most blocked shots in a season ever,"SELECT p.player_name, pg.blk, pg.season_id FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id ORDER BY pg.blk DESC LIMIT 1;"
players with the most personal fouls in a career,"SELECT p.player_name, SUM(pg.pf) AS career_fouls FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_fouls DESC LIMIT 10;"
who fouled the most in their career,"SELECT p.player_name, SUM(pg.pf) AS career_fouls FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id GROUP BY p.player_name ORDER BY career_fouls DESC LIMIT 5;"
show me games where a player had 15 or more assists,"SELECT p.player_name, pgl.ast, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.ast >= 15 ORDER BY pgl.ast DESC;"
has anyone ever dropped 15 dimes in a game,"SELECT p.player_name, pgl.ast, g.date FROM player p JOIN player_game_log pgl ON p.player_id = pgl.player_id JOIN game g ON pgl.game_id = g.game_id WHERE pgl.ast >= 15 ORDER BY pgl.ast DESC LIMIT 10;"
players who led the league in scoring multiple years in a row,"SELECT p.player_name, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) ORDER BY ps.season_id;"
all time scoring title winners by year,"SELECT p.player_name, ps.pts, ps.season_id FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.pts = (SELECT MAX(ps2.pts) FROM player_season ps2 WHERE ps2.season_id = ps.season_id) ORDER BY ps.season_id DESC;"
players with the worst ft percentage in 2018 min 100 attempts,"SELECT p.player_name, pg.ft_pct, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND pg.fta >= 100 ORDER BY pg.ft_pct ASC LIMIT 10;"
who was bricking free throws the most in 2018,"SELECT p.player_name, pg.ft_pct, pg.fta FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE pg.season_id = 22017 AND pg.fta >= 100 ORDER BY pg.ft_pct ASC LIMIT 5;"
how many total games has the lakers franchise played,SELECT COUNT(DISTINCT g.game_id) AS total_games FROM game g JOIN team t ON g.team_id_home_id = t.team_id WHERE t.nickname = 'Lakers';
